population,outcome,tau_suvr,reference_tau,full_mean,full_mean_ci95_lower,full_mean_ci95_upper,full_contrast_to_reference,full_contrast_to_reference_ci95_lower,full_contrast_to_reference_ci95_upper,retained_mean,retained_mean_ci95_lower,retained_mean_ci95_upper,retained_contrast_to_reference,retained_contrast_to_reference_ci95_lower,retained_contrast_to_reference_ci95_upper,retained_minus_full_mean,retained_minus_full_shape
all_eligible,hippocampus_icv,1.7730949999999999,1.341,0.004416885080866855,0.004247427437033382,0.004586342724700327,-0.0004620845826177867,-0.0006677895197594419,-0.00025637964547613147,0.004472304122714918,0.004320246764124047,0.004624361481305789,-0.00040754677789883633,-0.0005940477486147165,-0.00022104580718295614,5.541904184806334e-05,5.453780471895034e-05
all_eligible,hippocampus_icv,1.7832779999999997,1.341,0.004410125430688054,0.004239915287931462,0.0045803355734446455,-0.0004688442327965871,-0.0006760134155740182,-0.000261675050019156,0.0044656283772743855,0.0043133376171729425,0.0046179191373758284,-0.0004142225233393687,-0.0006016705592259651,-0.00022677448745277233,5.5502946586331696e-05,5.4621709457218373e-05
all_eligible,hippocampus_icv,1.7934609999999997,1.341,0.00440353523112335,0.004232683565565456,0.004574386896681244,-0.0004754344323612917,-0.000683932171904876,-0.00026693669281770735,0.0044590688808757075,0.004306648029045167,0.004611489732706248,-0.0004207820197380468,-0.0006090526306302656,-0.00023251140884582804,5.553364975235779e-05,5.46524126232449e-05
all_eligible,hippocampus_icv,1.8036439999999998,1.341,0.0043971126420585035,0.004225727619562482,0.004568497664554525,-0.00048185702142613813,-0.0006915518878749694,-0.00027216215497730687,0.004452624371136224,0.004300171670607238,0.004605077071665209,-0.000427226529477531,-0.0006162011187654331,-0.00023825194018962896,5.551172907772035e-05,5.463049194860713e-05
all_eligible,hippocampus_icv,1.8138269999999999,1.341,0.004390855823379277,0.004219042464549246,0.004562669182209308,-0.0004881138401053647,-0.0006988787855641658,-0.0002773488946465636,0.0044462935856732725,0.004293901734662109,0.004598685436684436,-0.0004335573149404822,-0.0006231234077262407,-0.00024399122215472367,5.543776229399548e-05,5.4556525164882485e-05
all_eligible,hippocampus_icv,1.82401,1.341,0.004384762934971432,0.004212622787019358,0.004556903082923507,-0.0004942067285132087,-0.0007059192160948678,-0.00028249424093154966,0.004440075262104194,0.00428783092836714,0.004592319595841248,-0.00043977563850956054,-0.0006298271214072085,-0.00024972415561191257,5.531232713276192e-05,5.4431090003648165e-05
all_eligible,hippocampus_icv,1.8341929999999997,1.341,0.004378832136720733,0.004206462949492961,0.004551201323948505,-0.0005001375267639081,-0.0007126796659369475,-0.00028759538759086866,0.004433968138046328,0.004281951463128941,0.004585984812963714,-0.0004458827625674265,-0.000636320135215971,-0.000255445389918882,5.5136001325594916e-05,5.4254764196481594e-05
all_eligible,hippocampus_icv,1.8443759999999998,1.341,0.004373061588512941,0.004200556992298362,0.00454556618472752,-0.0005059080749717007,-0.0007191667634037205,-0.00029264938653968093,0.004427970951117013,0.0042762550425275376,0.004579686859706489,-0.0004518799494967408,-0.0006426105877094205,-0.00026114931128406115,5.490936260407232e-05,5.402812547495992e-05
all_eligible,hippocampus_icv,1.8545589999999998,1.341,0.004367449450233816,0.004194898633278286,0.004540000267189347,-0.0005115202132508247,-0.0007253872853041489,-0.00029765314119750046,0.00442208243893359,0.00427073284887628,0.0045734320289909,-0.00045776846168016404,-0.0006487068919732246,-0.00026683003138710344,5.463298869977373e-05,5.375175157066063e-05
all_eligible,hippocampus_icv,1.8647419999999997,1.341,0.0043619938817691245,0.0041894812657067544,0.0045345064978314946,-0.0005169757817155175,-0.000731348163708646,-0.00030260339972238917,0.004416301339113398,0.004265375529101306,0.00456722714912549,-0.0004635495615003567,-0.0006546177465295563,-0.0002724813764711571,5.430745734427353e-05,5.342622021516086e-05
