"feature_id","log2_fold_change","average_expression","moderated_t","p_value","fdr_bh","B"
"2323743",0.116076621336453,4.963299342723,0.667257316822566,0.50535308267486,0.818977324980523,-5.56133101816534
"2323774",-0.158305252340957,8.98554023474178,-1.68094905559216,0.0942841542177302,0.5611921358806,-4.49033960616058
"2323790",-0.117078001807968,6.81582009389671,-1.31759587130132,0.189098408064506,0.649640246590892,-4.97888417128528
"2323847",-0.0469811106726965,6.22842098591549,-0.358308211520129,0.720478781191886,0.912552217212426,-5.70490867647365
"2323882",-0.00591238996654386,6.44822122065728,-0.0525038848865383,0.958177937812204,0.989512183779464,-5.76190315780318
"2323899",0.091462804500261,7.72787497652582,0.606210707593955,0.545040962423172,0.836875198479054,-5.59653650666693
"2323951",-0.0754302151565343,6.26421356807512,-0.881922605986186,0.378843706600346,0.759585427762819,-5.41089566271343
"2324061",-0.0547024484728764,7.4419496713615,-0.712568323787926,0.476917002305364,0.80507862088683,-5.53302902375023
"2324084",-0.119147762504829,6.17630178403756,-1.12760370567665,0.260795337571884,0.696576474031719,-5.18804985806332
"2324097",-0.124478150504054,9.64681474178404,-1.65181326394471,0.100091872082597,0.566792977888121,-4.5337669590219
"2324341",0.0027347426297375,6.95642845070423,0.036295552337181,0.971081745756606,0.992085416841432,-5.76255634820867
"2324416",-0.0760006869460943,7.09475568075117,-0.669228298678022,0.504097136135313,0.818242782612989,-5.56013894991707
"2324571",-0.118308947683528,6.86517431924883,-1.52224005500283,0.129478240388137,0.598079968539483,-4.71794634330555
"2324594",-0.0855974477548678,6.35594126760563,-0.860834406749868,0.390327296172453,0.76681540962828,-5.42750775136628
"2324616",-0.20985002288109,6.35812178403756,-2.11634816344872,0.0355123149656705,0.44717480818614,-3.75428970489883
"2324634",0.0366302326012011,8.39470624413146,0.293967565062729,0.769077964691899,0.928844065357866,-5.72394429212342
"2324743",0.146369311907902,6.9747444600939,1.4707567553564,0.142878497629838,0.609476475064024,-4.78705445345478
"2324820",-0.0688072809879303,6.70623103286385,-0.968458987972952,0.333947701763241,0.737796270078298,-5.33855511262097
"2324856",-0.567038153168781,6.96833835680751,-3.00323964766793,0.00300133499766122,0.19485001116999,-1.76511086457145
"2324873",-0.68473090538065,8.08702150234742,-3.13500902261266,0.00196888902918991,0.178007324887368,-1.41560519340888
"2324884",-0.788005560001164,7.90773201877934,-4.01986929068426,8.1612246148576e-05,0.0601378790847141,1.27133316846055
"2324919",-0.0901753118000208,7.12749718309859,-1.56265211363452,0.119665095544522,0.589280142560083,-4.66207498217205
"2325002",-0.041149145823411,8.6288258685446,-0.339497515928248,0.734579979717264,0.916446443448357,-5.71086201545349
"2325113",-0.0283903736638029,6.4208123943662,-0.459330680257564,0.646479711950955,0.881130604309551,-5.66745602720713
"2325158",-0.129350388680294,5.89521699530516,-1.44737407753821,0.14930804888937,0.616537875466313,-4.81767473729757
"2325192",-0.109596128900217,9.13504352112676,-0.72916019610669,0.466730268098337,0.800031144857293,-5.52220209789931
"2325197",-0.562574809191213,9.60036333333333,-3.36363178408315,0.000916898080377224,0.14514155319124,-0.777336245765206
"2325198",-0.391084700966358,10.8531723004695,-3.23861870244477,0.00139958195767767,0.162995759102875,-1.1312629544115
"2325200",-0.125853458704347,11.5204504694836,-0.909264202698557,0.364271084161381,0.752588902561026,-5.3887632840574
"2325201",-0.233508415738822,11.5638056338028,-2.36041677543861,0.0191858759523497,0.371647165963343,-3.27132633748739
"2325203",-0.335367019287201,11.1956455399061,-3.03155540937144,0.0027443342442605,0.194573892899713,-1.69108843953758
"2325205",-0.0439892048773096,10.3187801877934,-0.290971518669645,0.771365278572682,0.92952196204448,-5.72473920131066
"2325206",0.536452084315131,8.66445356807512,1.6073786786054,0.109499964822397,0.577810644796472,-4.59857838641102
"2325210",-0.0873852878967885,5.69643136150235,-0.501587067159547,0.616492601134005,0.869345803290447,-5.64905039490792
"2325212",-0.256981785506695,3.44564605633803,-0.842467888734208,0.400501251240719,0.770057869695554,-5.44165007034222
"2325214",-0.170738573939796,3.84531488262911,-0.679049657592129,0.49786712805791,0.815755954733591,-5.55414319993719
"2325216",0.0695274520154761,2.23480286384977,0.323283039188114,0.746808191517919,0.920825376420956,-5.71573624363344
